"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Lovozerite","Na_3_CaZr^4+^Si_6_O_15_(OH)_3_","Na_3_CaZrSi_6_O_15_(OH)_3_","Na Ca Zr Si O H","","R080107 R120159","2895","Russia","1939","Grandfathered|Approved","Lovozerite-Zirsinalite–Lovozerite","lovozerite","Gerassimovsky V I (1939) Lovozerite - a new mineral, Comptes Rendus (Doklady) de l’Académie des Sciences de l’URSS 25, 753-756

Chemical formula revised:
Yamnova N A, Egorov-Tismenko Y K, Pekov I V (2001) Refined crystal structure of lovozerite Na_2_CaZr[Si_6_O_12_(OH,O)_6_]·H_2_O, Crystallography Reports 46, 937-941

Chemical formula revised again:
Pekov I V, Krivovichev S V, Zolotarev A A, Yakovenchuk V N, Armbruster T, Pakhomovsky Y A (2009) Crystal chemistry and nomenclature of the lovozerite group, European Journal of Mineralogy 21, 1061-1071","monoclinic|hexagonal","413.6","Na Ca Zr^4+ Si O H","Lvz"
"Luanshiweiite","KLiAl_1.5_(Si_3.5_Al_0.5_)O_10_(OH)_2_","KLiAl_1.5_(Si_3.5_Al_0.5_)O_10_(OH)_2_","K Li Al Si O H","IMA2011-102","","6049","China","2011","Approved","Mica"," ","Fan G, Li G, Shen G, Xu J, Dai J (2013) Luanshiweiite: A new member of lepidolite series. Acta Mineralogica Sinica 33, 713-721","","400","K Li Al Si O H","Lsw"
"Lucasite-(Ce)","Ce^3+^Ti^4+^_2_O_5_(OH)","CeTi_2_O_5_(OH)","Ce Ti O H","IMA1986-020","","2899","Australia","1986","Approved"," "," ","Nickel E H, Grey I E, Madsen I C (1987) Lucasite-(Ce), CeTi_2_(O,OH)_6_, a new mineral from Western Australia: its description and structure, American Mineralogist 72, 1006-1010","monoclinic","419","Ce^3+ Ti^4+ O H","Lca-Ce"
"Lucchesiite","CaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_O","CaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_O","Ca Fe Al Si O B H","IMA2015-043","","6445","Sri Lanka / Czech Republic","2015","Approved","Tourmaline"," ","Bosi F, Skogby H, Ciriotti M E, Gadas P, Novák M, Cempírek J, Všianský D, Filip J (2017) Lucchesiite, CaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_O, a new mineral species of the tourmaline supergroup. Mineralogical Magazine 81, 1-14","hexagonal","","Ca Fe^2+ Al Si O B H","Lcc"
"Ludlamite","Fe^2+^_3_(PO_4_)_2_·4H_2_O","Fe^2+^_3_(PO_4_)_2_·4H_2_O","Fe P O H","","R040152 R060485 R090071","2902","United Kingdom","1885","Grandfathered|Approved"," "," ","Field F (1885) On ludlamite, a new Cornish mineral, Mineralogical Magazine 6, 23-31","monoclinic","1702","Fe^2+ P O H","Lud"
"Lueshite","NaNb^5+^O_3_","NaNbO_3_","Na Nb O","","R090025","2905","Democratic Republic of the Congo","1959","Approved","Perovskite","perovskite","Safiannikoff A (1959) Un nouveau minéral de niobium, Académie Royal des Sciences d’Outre-Mer, Bulletin des Séances 5, 1251-1255","orthorhombic|cubic, trigonal","2038","Na Nb^5+ O","Lue"
"Luinaite-(OH)","NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","(Na,[box])(Fe^2+^,Mg)_3_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_4_","Na Fe Mg Al B O Si H","IMA2009-046","","5775","Australia","2009","Approved","Tourmaline"," ","Kolitsch U, Andresen P, Husdal T A, Ertl A, Haugen A, Ellingsen H V, Larsen A O (2013) Tourmaline-group minerals from Norway, part II: Occurrences of luinaite-(OH) in Tvedalen, Larvik and Porsgrunn, and fluor-liddicoatite, fluor-elbaite and fluor-schorl at Ågskardet, Nordland. Norsk Bergverksmuseum Skrift 50, 23-41","monoclinic","1742","Na Fe^2+ Al Si O B H","Lui-OH"
"Lukechangite-(Ce)","Na_3_Ce^3+^_2_(CO_3_)_4_F","Na_3_Ce_2_(CO_3_)_4_F","Na Ce C O F","IMA1996-033","","2907","Canada","1996","Approved"," "," ","Grice J D, Chao G Y (1997) Lukechangite-(Ce), a new rare-earth-fluorocarbonate mineral from Mont Saint-Hilaire, Quebec, American Mineralogist 82, 1255-1260","hexagonal","124","Na Ce^3+ C O F","Luk-Ce"
"Lukkulaisvaaraite","Pd_14_Ag_2_Te_9_","Pd_14_Ag_2_Te_9_","Pd Ag Te","IMA2013-115","","6274","Russia","2013","Approved","Not in a structural group"," ","Vymazalová A, Grokhovskaya T L, Laufek F, Rassulov V A (2014) Lukkulaisvaaraite, Pd_14_Ag_2_Te_9_, a new mineral from Lukkulaisvaara intrusion, northern Russian Karelia, Russia. Mineralogical Magazine 78, 1743-1754","tetragonal","2443.9","Pd Ag Te","Lkk"
"Lun'okite","MgMn^2+^Al(PO_4_)_2_(OH)·4H_2_O","MgMn^2+^Al(PO_4_)_2_(OH)·4H_2_O","Mg Mn Al P O H","IMA1982-058","","2912","Russia","1982","Approved","Overite","overite","Voloskin A V, Pakhomovskii Y A, Tyusheva F N (1983) Lun'okite, a new phosphate, the manganese analogue of overite, from granitic pegmatites of the Kola Peninsula, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 112(2), 232-237","orthorhombic","2527","Mg Mn^2+ Al P O H","Lun"
"Macedonite","Pb^2+^Ti^4+^O_3_","PbTiO_3_","Pb Ti O","IMA1970-010","","2917","North Macedonia","1970","Approved","Perovskite"," ","Radusinović D, Markov C (1971) Macedonite - lead titanate: a new mineral, American Mineralogist 56, 387-394","tetragonal|orthorhombic","1898","Pb^2+ Ti^4+ O","Mce"
"Mackinawite","(Fe,Ni)_1-1.07_S","(Fe,Ni)_1+x_S (x = 0-0.07)","Fe Ni S","","R060388 R070302","2921","USA","1964","Approved"," "," ","Evans H T, Milton C, Chao E C T, Adler I, Mead C, Ingram B, Berner R A (1964) Valleriite and the new iron sulfide, mackinawite, U.S. Geological Survey Professional Paper 475-D, 64-69","tetragonal","4620","Fe Ni S","Mkw"
"Magadiite","Na_2_Si_14_O_29_·11H_2_O","Na_2_Si_14_O_29_·11H_2_O","Na Si O H","IMA1967-017","R060994","2925","Kenya","1967","Approved"," "," ","Eugster H P (1967) Hydrous sodium silicates from Lake Magadi, Kenya: Precursors of bedded chert, Science 157, 1177-1180","monoclinic|unknown","124","Na Si O H","Mgd"
"Magbasite","KBaFe^3+^Mg_7_Si_8_O_22_(OH)_2_F_6_","KBaFe^3+^Mg_7_Si_8_O_22_(OH)_2_F_6_","K Ba Fe Mg Si O H F","IMA1968 s.p.","","2926","China","1965","Approved"," "," ","Semenov I E, Khomyakov A R, Bukova A V (1965) Magbasite - new mineral, Doklady Akademii Nauk SSSR 163, 718-719

Chemical formula revised from KBaMg_6_AlSi_6_O_20_F_2_:
Welch M D, Mitchell R H, Kampf A R, Chakhmouradian, Smith D, Carter M (2014) Crystal structure and topological affinities of magbasite, KBaFe^3+^Mg_7_Si_8_O_22_(OH)_2_F_6_: a trellis structure related to amphibole and carpholite. Mineralogical Magazine 78, 29-45","orthorhombic","2070","K Ba Fe^3+ Mg Si O H F","Mgb"
"Maghagendorfite","Na_2_MgFe^2+^Fe^3+^(PO_4_)_3_","Na_2_MgFe^2+^Fe^3+^(PO_4_)_3_","Na Mg Fe P O","IMA2019 s.p.","","2927","USA","1979","Questionable mineral species|Approved","Alluaudite","alluaudite","Moore P B, Ito J (1979) Alluaudites, wyllieites, arrojadites: crystal chemistry and nomenclature, Mineralogical Magazine 43, 227-235

Chemical formula changed from (Na,[box])MgMn^2+^(Fe^2+^,Fe^3+^)_2_(PO_4_)_3_:
Hatert F (2019) A new nomenclature scheme for the alluaudite supergroup. European Journal of Mineralogy 31, 807-822","","1700","Na Mg Fe^2+ Fe^3+ P O","Mhag"
"Magnesio-arfvedsonite","NaNa_2_(Mg_4_Fe^3+^)Si_8_O_22_(OH)_2_","NaNa_2_(Mg_4_Fe^3+^)Si_8_O_22_(OH)_2_","Na Mg Fe Si O H","IMA2013-137","","2929","Myanmar","1957","Approved","Amphibole","amphibole-group 4 Na","Miyashiro A (1957) The chemistry, optics, and genesis of the alkali-amphiboles, Journal of Faculty of Science, University of Tokyo, Section II 11, 57-83

Redefined with new type locality:
Oberti R, Boiocchi M, Hawthorne F C, Ball N A, Harlow G E (2015) Magnesio-arfvedsonite from Jade Mine Tract, Myanmar: mineral description and crystal chemistry. Mineralogical Magazine 79, 253-260","monoclinic","2500","Na Mg Fe^3+ Si O H","Marf"
"Magnesiochromite","MgCr^3+^_2_O_4_","MgCr_2_O_4_","Mg Cr O","","R050399 R060796 R060797","2934","Germany","1873","Grandfathered|Approved","Spinel","spinel","Websky M (1873) Ueber Grochauit und Magnochromit, Zeitschrift der Deutschen Geologischen Gesellschaft 25, 394-398","cubic","3100","Mg Cr^3+ O","Mchr"
"Magnesiodumortierite","MgAl_6_BSi_3_O_17_(OH)","MgAl_6_BSi_3_O_17_(OH)","Mg Al B Si O H","IMA1992-050","","2940","Italy","1992","Approved|Redefined","Dumortierite","dumortierite","Ferraris G, Ivaldi G, Chopin C (1995) Magnesiodumortierite, a new mineral from very-high-pressure rocks (Western Alps). Part I: Crystal structure, European Journal of Mineralogy 7, 167-174

Chemical formula changed from (Mg,Ti)(Al,Mg)_2_Al_4_BSi_3_(O,OH)_18_:
Pieczka A, Evans R J, Grew E S, Groat L A, Ma C, Rossman G R (2013) The dumortierite supergroup. I. A new nomenclature for the dumortierite and holtite groups. Mineralogical Magazine 77, 2825-2839","orthorhombic","982","Mg Al B Si O H","Mdum"
"Magnesioferrite","MgFe^3+^_2_O_4_","MgFe^3+^_2_O_4_","Mg Fe O","","R060869 R070127","2943","Italy","1859","Grandfathered|Approved","Spinel","spinel","Originally named magnoferrit:
Rammelsberg C (1859) Ueber den sogenannten octaëdrischen Eisenglanz vom Vesuv, und über die Bildung von Magneteisen durch Sublimation, Annalen der Physik und Chemie 107, 451-454","cubic","2070","Mg Fe^3+ O","Mfr"
"Magnesio-fluoro-arfvedsonite","NaNa_2_(Mg_4_Fe^3+^)Si_8_O_22_F_2_","NaNa_2_(Mg_4_Fe^3+^)Si_8_O_22_F_2_","Na Mg Fe Si O F","IMA1998-056","R050515","1961","Russia","1998","Approved|Redefined","Amphibole","amphibole-group 4 Na","Gazhenov A G, Nedosekova I L, Krinova T V, Mironov A B, Khvorov P V (2000) Fluoromagnesioarfvedsonite NaNa_2_(Mg,Fe^2+^)_4_Fe^3+^[Si_8_O_22_](F,OH)_2_ - a new mineral species of the amphibole group (Il'meny-Vishnevye Mountains, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(6), 28-34

Name changed from Fluoro-magnesio-arfvedsonite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup. American Mineralogist 97, 2031-2048","monoclinic","381.5","Na Mg Fe^3+ Si O F","Mfarf"
"Magnesio-fluoro-hastingsite","NaCa_2_(Mg_4_Fe^3+^)(Si_6_Al_2_)O_22_F_2_","NaCa_2_(Mg_4_Fe^3+^)(Si_6_Al_2_)O_22_F_2_","Na Ca Mg Fe Si Al O F","IMA2005-002","R141082 R141098 R141099","5453","Romania","2005","Approved|Redefined","Amphibole","amphibole-group 2 Ca","Bojar H P, Walter F (2006) Fluoro-magnesiohastingsite from Dealul Uroi (Hunedoara county, Romania): Mineral data and crystal structure of a new amphibole end-member, European Journal of Mineralogy 18, 503-508

Name changed from fluoro-magnesiohastingsite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup. American Mineralogist 97, 2031-2048","monoclinic","1349","Na Ca Mg Fe^3+ Si Al O F","Mfhst"
"Magnesio-foitite","[box](Mg_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","[box](Mg_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Mg Al Si O B H","IMA1998-037","","2944","Japan","1998","Approved|Redefined","Tourmaline","tourmaline","Hawthorne F C, Selway J B, Kato A, Matsubara S, Shimizu M, Grice J D, Vajdak J (1999) Magnesiofoitite,  [box](Mg_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_4_, a new alkali-deficient tourmaline, The Canadian Mineralogist 37, 1439-1443

Name changed from magnesiofoitite:
Henry D J, Novák M, Hawthorne F C, Ertl A, Dutrow B L, Uher P, Pezzotta F (2011) Nomenclature of the tourmaline-supergroup minerals, American Mineralogist 96, 895-913","hexagonal","1814","Mg Al Si O B H","Mfoi"
"Magnesio-hastingsite","NaCa_2_(Mg_4_Fe^3+^)Si_6_Al_2_O_22_(OH)_2_","NaCa_2_(Mg_4_Fe^3+^)(Si_6_Al_2_)O_22_(OH)_2_","Na Ca Mg Fe Si Al O H","","R040010 R070145 R070288","2945","Canada","1928","Approved|Redefined","Amphibole","amphibole-group 2 Ca","Billings M (1928) The chemistry, optics, and genesis of the hastingsite group of amphiboles, American Mineralogist 13, 287-296

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246

Name changed from magnesiohastingsite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup, American Mineralogist 97, 2031-2048","monoclinic","1898","Na Ca Mg Fe^3+ Si Al O H","Mhst"
"Magnesio-hornblende","[box]Ca_2_(Mg_4_Al)(Si_7_Al)O_22_(OH)_2_","[box]Ca_2_(Mg_4_Al)(Si_7_Al)O_22_(OH)_2_","Ca Mg Al Si O H","IMA2017-059","","2950","Namibia","1965","Approved","Amphibole","amphibole-group 2 Ca","Trojer F, Walitizi E M (1965) Strukturuntersuchung an einer Hornblende aus dem eklogitischen Gestein von Stramez, sudliche Koralpe, Tschermaks Mineralogische und Petrographische Mitteilungen 10, 233-240

Chemical formula revised:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup, American Mineralogist 97, 2031-2048","monoclinic","2639","Ca Mg Al Si O H","Mhbl"
"Magnesioneptunite","KNa_2_LiMg_2_Ti^4+^_2_Si_8_O_24_","KNa_2_Li(Mg,Fe)_2_Ti_2_Si_8_O_24_","K Na Li Mg Fe Ti Si O","IMA2009-009","","5738","Russia","2009","Approved","Neptunite"," ","Zadov A E, Gazeev V M, Karimova O V, Pertsev N N, Pekov I V, Galuskin E V, Galuskina I O, Gurbanov A G, Belakovsky D I, Borisovsky S E, Kartashov P M, Ivanova A G, Yakubovich O V (2011) Magnesioneptunite, KNa_2_Li(Mg,Fe)_2_Ti_2_Si_8_O_24_, a new mineral species of the neptunite group, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 140, 57-66","monoclinic","3","K Na Li Mg Ti^4+ Si O","Mnpt"
"Magnesio-riebeckite","[box]Na_2_(Mg_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_","[box]Na_2_(Mg_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_","Na Mg Fe Si O H","","R060037 R070002","2955","Japan","1957","Approved|Redefined","Amphibole","amphibole-group 4 Na","Miyashiro A, Iwasaki M (1957) Magnesioriebeckite in crystalline schists of Bizan in Sikoku, Japan. Journal of the Geological Society of Japan 63, 698-703

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246

Name changed from magnesioriebeckite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup. American Mineralogist 97, 2031-2048","monoclinic","2070","Na Mg Fe^3+ Si O H","Mrbk"
"Magnesiorowlandite-(Y)","Y^3+^_4_(Mg,Fe^2+^)(Si_2_O_7_)_2_F_2_","Y_4_(Mg,Fe)(Si_2_O_7_)_2_F_2_","Y Mg Fe Si O F","IMA2012-010","","6069","Japan","2012","Approved","Rowlandite"," ","Matsubara S, Miyawaki R, Yokoyama K, Shigeoka M, Momma K, Yamamoto S (2014) Magnesiorowlandite-(Y), Y_4_(Mg,Fe)(Si_2_O_7_)_2_F_2_, a new mineral in a pegmatite at Souri Valley, Komono, Mie Prefecture, central Japan. Journal of Mineralogical and Petrological Sciences 109, 109-117","","1788","Y^3+ Mg Fe^2+ Si O F","Mrow-Y"
"Magnesiotaaffeite-2<i>N</i>'2S","Mg_3_BeAl_8_O_16_","Mg_3_BeAl_8_O_16_","Mg Be Al O","IMA2001 s.p.","R070555 RS739661 R090035","2958","Sri Lanka","1951","Approved|Renamed","Taaffeite-Magnesiotaaffeite","taaffeite","Originally named taaffeite:
Anderson B W, Payne C J, Claringbull G F, Hey M H (1951) Taaffeite, a new beryllium mineral, found as a cut gemstone, Mineralogical Magazine 29, 765-772 

Renamed:
Armbruster T (2002) Revised nomenclature of högbomite, nigerite, and taafeite minerals, European Journal of Mineralogy 14, 389-395","hexagonal","1825","Mg Be Al O","Mtf-2N'2S"
"Magnesiotaaffeite-6<i>N</i>'3S","Mg_2_BeAl_6_O_12_","Mg_2_BeAl_6_O_12_","Mg Be Al O","IMA1966-041, IMA2001 s.p.","R090019","2959","Australia","1966","Approved|Renamed","Taaffeite-Magnesiotaaffeite","taaffeite","Originally named musgravite:
Hudson D R, Wilson A F, Threadgold I M (1967) A new polytype of taaffeite - a rare beryllium mineral from the granulites of central Australia, Mineralogical Magazine 36, 305-310

Renamed:
Armbruster T (2002) Revised nomenclature of högbomite, nigerite, and taafeite minerals, European Journal of Mineralogy 14, 389-395","hexagonal","2485","Mg Be Al O","Mtf- 6N'3S"
"Magnesite","MgCO_3_","Mg(CO_3_)","Mg C O","","R040114 R050443 R050676","2961","Italy","1808","Approved","Calcite","calcite","Karsten D L G (1808) Erd-und steinarten, magnesit, in Mineralogische Tabellen 2nd ed., (Berlin) 48-48","hexagonal","3640","Mg C O","Mgs"
"Magnetite","Fe^2+^Fe^3+^_2_O_4_","Fe^2+^Fe^3+^_2_O_4_","Fe O","","R060191 R060222 R060656 R061111 R080025 R140861","2965","?","1789","Grandfathered|Approved","Spinel","spinel","Hoffmann C A S (1789) Mineralsystem des Herrn Inspektor Werners mit dessen erlaubnis herausgegeben von C A S Hoffmann. 131) Magnetischer=Eisenstein, Bergmannisches Journal 1, 369-398

Haidinger W (1845) Zweite Klasse: Geogenide. XI. Ordnung, Erze. X. Eisennerz. Magnetit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 546-555","cubic","4700","Fe^2+ Fe^3+ O","Mag"
"Majakite","PdNiAs","PdNiAs","Pd Ni As","IMA1974-038","","2971","Russia","1974","Approved"," "," ","Genkin A D, Evstigneeva T L, Troneva N V, Vyal´sov L N (1976) Majakite, PdNiAs, a new mineral from copper-nickel sulfide ores, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 105, 698-703","hexagonal","2490","Pd Ni As","Mjk"
"Majorite","Mg_3_(MgSi)(SiO_4_)_3_","Mg_3_(MgSi)(SiO_4_)_3_","Mg Si O","IMA1969-018","R210005","2972","Australia","1969","Approved","Garnet","garnet","Smith J V, Mason B (1970) Pyroxene-garnet transformation in Coorara meteorite, Science 168, 832-833

Chemical formula changed from Mg_3_(Fe,Al,Si)_2_(SiO_4_)_3_:
Grew E S, Locock A J, Mills S J, Galuskina I O, Galuskin E V, Hålenius U (2013) Nomenclature of the garnet supergroup. American Mineralogist 98, 785-811","tetragonal|cubic","","Mg Si O","Maj"
"Makatite","Na_2_Si_4_O_8_(OH)_2_·4H_2_O","Na_2_Si_4_O_8_(OH)_2_·4H_2_O","Na Si O H","IMA1969-003","R050594","2973","Kenya","1969","Approved"," "," ","Sheppard R A, Gude A J, Hay R L (1970) Makatite, a new hydrous sodium silicate mineral from Lake Magadi, Kenya, American Mineralogist 55, 358-366","monoclinic","413.6","Na Si O H","Mkt"
"Malanite","Cu^1+^(Ir^3+^Pt^4+^)S^2-^_4_","Cu^1+^(Ir^3+^Pt^4+^)S_4_","Cu Ir Pt S","IMA1995-003","R070051","2977","China","1995","Approved","Spinel","linnaeite","Zuxiang Y (1996) Malanite - a new cupric platinum (Pt^3+^) and iridium (Ir^3+^) sulfide, Acta Geologica Sinica 70, 309-314","cubic","3254","Cu^1+ Ir^3+ Pt^4+ S^2-","Mla"
"Maleevite","BaB_2_Si_2_O_8_","BaB_2_Si_2_O_8_","Ba B Si O","IMA2002-027","","5196","Tajikistan","2002","Approved","Danburite","danburite","Pautov L A, Agakhanov A A, Sokolova E, Hawthorne F C (2004) Maleevite, BaB<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>, and pekovite, SrB<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>, new mineral species from the Dara-I-Pioz Alkaline Massif, northern Tajikistan: description and crystal structure, The Canadian Mineralogist 42, 107-119","orthorhombic","359","Ba B Si O","Mle"
"Malinkoite","NaBSiO_4_","NaBSiO_4_","Na B Si O","IMA2000-009","","2981","Russia","2000","Approved","Beryllonite"," ","Khomyakov A P, Nechelyustov G N, Sokolova E V, Hawthorne F C (2000) New borosilicates: malinkoite, NaBSiO_4_, and lisitsynite, KBSi_2_O_6_, from alkaline pegmatites of the Khibiny-Lovozero complex, Kola Peninsula, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(6), 35-42","hexagonal","370","Na B Si O","Mlk"
"Manaevite-(Ce)","Ca_11_(Ce,H_2_O,Ca)_8_Mg(Al,Fe)_4_(Mg,Ti^4+^,Fe^3+^)_8_[Si_2_O_7_]_4_[(SiO_4_)_8_(H_4_O_4_)_2_](OH)_9_","Ca_11_(Ce,H_2_O,Ca)_8_Mg(Al,Fe)_4_(Mg,Ti,Fe^3+^)_8_[Si_2_O_7_]_4_[(SiO_4_)_8_(H_4_O_4_)_2_](OH)_9_","Ca Ce H O Mg Al Fe Ti Si","IMA2018-046","","6784","Russia","2018","Approved","Vesuvianite"," ","Moiseev M M, Panikorovskii T L, Aksenov S M, Mazur A S, Mikhailova J A, Yakovenchuk V N, Bazai A V, Ivanyuk G Y, Agakhanov A A, Shilovskikh V V, Pekov I V, Kasatkin A V, Rusakov V S, Yapaskurt V O, Karpenko V Y, Krivovichev S V (2020) Insights into crystal chemistry of the vesuvianite‑group: manaevite‑(Ce), a new mineral with complex mechanisms of its hydration. Physics and Chemistry of Minerals 47, 18","tetragonal","500","Ca Ce H O Mg Al Fe Ti^4+ Fe^3+ Si","Mv-Ce"
"Manaksite","KNaMn^2+^Si_4_O_10_","KNaMn^2+^Si_4_O_10_","K Na Mn Si O","IMA1990-024","R060693","2986","Russia","1990","Approved","Litidionite","lithidionite","Khomyakov A P, Kurova T A, Nechelyustov G N (1992) Manaksite NaKMnSi_4_O_10_: a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 121(1), 112-114","triclinic","370","K Na Mn^2+ Si O","Mnk"
"Manandonite","Li_2_Al_4_(Si_2_AlB)O_10_(OH)_8_","Li_2_Al_4_(Si_2_AlB)O_10_(OH)_8_","Li Al Si B O H","","R060968","2987","Madagascar","1912","Grandfathered|Approved","Serpentine, Clay","kaolinite-serpentine-serpentine subgroup","Lacroix A (1912) Sur une nouvelle espèce minérale (manandonite) des pegmatites de Madagascar, Bulletin de la Société Française de Minéralogie 35, 223-226

Chemical formula redefined:
Zheng H, Bailey S W (1995) The crystal structure of manandonite-2H2, American Mineralogist 80, 387-393","triclinic","500","Li Al Si B O H","Mnd"
"Maneckiite","(Na[box])Ca_2_Fe^2+^_2_(Fe^3+^Mg)Mn^2+^_2_(P^5+^O_4_)_6_·2H_2_O","(Na[box])Ca_2_Fe^2+^_2_(Fe^3+^Mg)Mn_2_(PO_4_)_6_·2H_2_O","Na Ca Fe Mg Mn P O H","IMA2015-056","","6456","Poland","2015","Approved","Wicksite"," ","Pieczka A, Hawthorne F C, Gołebiowska B, Włodek A, Grochowina A (2017) Maneckiite, ideally NaCa_2_Fe^2+^_2_(Fe^3+^Mg)Mn_2_(PO_4_)_6_(H_2_O)_2_, a new phosphate mineral of the wicksite supergroup from the Michałkowa pegmatite, Góry Sowie Block, southwestern Poland. Mineralogical Magazine 81, 723-736","orthorhombic","383.1","Na Ca Fe^2+ Fe^3+ Mg Mn^2+ P^5+ O H","Mnc"
"Manganbelyankinite","(Mn^2+^,Ca)(Ti^4+^,Nb^5+^)_5_O_12_·9H_2_O","Mn^2+^(Ti,Nb)_5_O_12_·9H_2_O","Mn Ti Nb O H","","","2994","Russia","1957","Questionable mineral species|Approved"," "," ","Semenov E I (1957) Oxides and hydroxides of titanium and niobium in the Lovozero alkaline massif, Trudy Institut Mineralogii, Geokhimii, Kristallokhim. Redkikh Elementov, Akademiia Nauk SSSR 1, 41-59","amorphous","413.6","Mn^2+ Ca Ti^4+ Nb^5+ O H","Mbyn"
