"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Chromceladonite","KMgCr^3+^Si_4_O_10_(OH)_2_","KMgCr(Si_4_O_10_)(OH)_2_","K Mg Cr Si O H","IMA1999-024","","1460","Russia","1999","Approved"," ","mica-true micas","Pekov I V, Chukanov N V, Rumiantseva E V, Kabalov Y K, Schneider Y, Ledeneva N V (2000) Chromceladonite KCrMg[Si<sub>4</sub>O<sub>10</sub>](OH)<sub>2</sub> - a new mineral of the mica group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(1), 38-44","monoclinic","1750","K Mg Cr^3+ Si O H","Ccel"
"Chromite","Fe^2+^Cr^3+^_2_O_4_","Fe^2+^Cr_2_O_4_","Fe Cr O","","R110059 R110060","1463","France","1845","Grandfathered|Approved","Spinel","spinel","The mineral, while previously known, was named in this publication:
Haidinger W (1845) Chromit, in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 550-550","cubic","4700","Fe^2+ Cr^3+ O","Chr"
"Chromium","Cr","Cr","Cr","IMA1980-094","","1464","China","1980","Approved","Iron","iron","Yue S, Wang W, Sun S (1981) A new mineral - native chromium, Kexue Tongbao 26, 959-960","cubic|hexagonal","500","Cr","Cr"
"Chrysoberyl","BeAl_2_O_4_","BeAl_2_O_4_","Be Al O","","R040073 R080110 RS664626 RS773050 R100130 R110103 R110114 RS708759","1466","Brazil","1789","Grandfathered|Approved","Olivine"," ","Originally named Krisoberil:
Hoffmann C A S (1789) Mineralsystem des Herrn Inspektor Werners mit dessen erlaubnis herausgegeben von C A S Hoffmann. 2) Krisoberil, Bergmannisches Journal 1, 369-398","orthorhombic","2685","Be Al O","Cbrl"
"Chukochenite","LiAl_5_O_8_","LiAl_5_O_8_","Li Al O","IMA2018-132a","","6994","China","2020","Pending publication|Approved","Not in a structural group"," ","Rao, C., Gu, X., Wang, R., Xia, Q., Cai, Y., Dong, C., Hatert, F. and Hao, Y. (2020) Chukochenite, IMA2018-132a. CNMNC Newsletter No. 54; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.21","orthorhombic","","Li Al O","Ckc"
"Ciprianiite","Ca_4_(Th^4+^Ca)Al(Be_0.5_[box]_1.5_)[B_4_Si_4_O_22_](OH)_2_","Ca_4_(ThCa)Al(Be_0.5_[box]_1.5_)_Σ2_[B_4_Si_4_O_22_](OH)_2_","Ca Th Al Be B Si O H","IMA2001-021","","1479","Italy","2001","Approved","Hellandite","hellandite","Della Ventura G, Bonazzi P, Oberti R, Ottolini L (2002) Ciprianiite and mottanaite-(Ce), two new minerals of the hellandite group from Latium (Italy), American Mineralogist 87, 739-744

Formula changed from Ca_4_(Th,REE)_2_Al[box]_2_(Si_4_B_4_O_22_)(OH)_2_:
Oberti R, Langone A, Boiocchi M, Bernabè E, Hawthorne F C (2019) News from the hellandite group: the redefinition of mottanaite and ciprianiite and the new mineral description of ferri-mottanaite-(Ce), the first Fe^3+^-dominant hellandite. European Journal of Mineralogy 31, 799-806","monoclinic","0.4","Ca Th^4+ Al Be B Si O H","Cip"
"Clinobisvanite","Bi^3+^V^5+^O_4_","Bi(VO_4_)","Bi V O","IMA1973-040","R070401","1492","Australia","1973","Approved"," "," ","Bridge P J, Pryce M W (1974) Clinobisvanite, monoclinic BiVO<sub>4</sub>, a new mineral from Yinnietharra, Western Australia, Mineralogical Magazine 39, 847-849","monoclinic","2918","Bi^3+ V^5+ O","Cbi"
"Clinoenstatite","MgSiO_3_","Mg_2_Si_2_O_6_","Mg Si O","","R070276","1498","Romania (meteorite)","1906","Approved","Pyroxene","pyroxene","Originally named klinoenstatit:
Wahl W (1906) Zur nomenklatur, in Die Enstatitaugite, (PhD dissertation), 151 pages, University of Helsinki (Finland) 137-141","monoclinic","4700","Mg Si O","Cen"
"Clinohumite","Mg_9_(SiO_4_)_4_F_2_","Mg_9_(SiO_4_)_4_F_2_","Mg Si O F","","R040122 R050183 R060559 R070561","1502","Italy","1876","Grandfathered|Approved","Humite","humite-humite subgroup","Des Cloizeaux A L O L (1876) Über den humit; nur der I. Typus ist rhombisch, die beiden andern sind monoklin, doch mit verschiedenen grundformen, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1876, 640-645","monoclinic","2500","Mg Si O F","Chu"
"Clinophosinaite","Na_3_Ca(SiO_3_)(PO_4_)","Na_3_Ca(SiO_3_)(PO_4_)","Na Ca Si O P","IMA1979-083","R070202","1506","Russia","1979","Approved"," "," ","Khomyakov A P, Pushcharovskii D Y, Ronsbo D G (1981) Clinophosinaite (Na<sub>3</sub>CaPSiO<sub>7</sub>), a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110(3), 351-355","monoclinic","413.6","Na Ca Si O P","Cpsi"
"Cobaltite","Co^3+^(AsS)^3-^","CoAsS","Co As S","","R060907 R070372 R100119","1519","unknown","1832","Grandfathered|Approved","Cobaltite","cobaltite","The mineral was known before this publication, but under other names:
Beudant F S (1832) Cobaltine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 450-451","orthorhombic|cubic","4000","Co^3+ As S","Cbt"
"Coesite","SiO_2_","SiO_2_","Si O","","R070565","1530","USA","1954","Approved","Not in a structural group"," ","The silica polymorph is named:
Sosman R B (1954) New high-pressure phases of silica, Science 119, 738-739

The mineral is found in nature:
Chao E C T, Shoemaker E M, Madsen B M (1960) First natural occurrence of coesite, Science 132, 220-222","monoclinic","2050","Si O","Coe"
"Colquiriite","CaLiAlF_6_","CaLiAlF_6_","Ca Li Al F","IMA1980-015","R070417","1536","Bolivia","1980","Approved"," "," ","Walenta K, Lehmann B, Zwiener M (1980) Colquiriite, a new fluoride mineral from the Colquiri tin ore deposit, Bolivia, Tschermaks Mineralogische und Petrographische Mitteilungen 27, 275-281","hexagonal","520","Ca Li Al F","Cqr"
"Columbite-(Fe)","Fe^2+^Nb^5+^_2_O_6_","Fe^2+^Nb_2_O_6_","Fe Nb O","IMA2007 s.p.","R050348 R060001","1887","USA","1805","Approved|Renamed","Columbite","columbite-euxenite-columbite subgroup","Originally named columbite:
Jameson R (1805) Columbite, System of Mineralogy II, Bell and Bradfute (Edinburgh, U.K.) 582-583

Name changed to ferrocolumbite to emphasize its iron content:
Wherry E T (1915) Notes on wolframite, beraunite, and axinite, Proceedings of the United States National Museum 47, 501-511

Name changed from ferrocolumbite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","orthorhombic","3044","Fe^2+ Nb^5+ O","Clb-Fe"
"Columbite-(Mg)","MgNb^5+^_2_O_6_","MgNb_2_O_6_","Mg Nb O","IMA1967 s.p.","","2936","Tajikistan","1963","Approved|Renamed","Columbite","columbite-euxenite-columbite subgroup","Mathias V V, Rossovskii L N, Shostatskii A N, Kumskova N M (1963) Magnocolumbite, a new mineral, Doklady Akademii Nauk SSSR 148, 420-423

Name changed from magnocolumbite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","orthorhombic","269","Mg Nb^5+ O","Clb-Mg"
"Columbite-(Mn)","Mn^2+^Nb^5+^_2_O_6_","Mn^2+^Nb_2_O_6_","Mn Nb O","IMA2007 s.p.","R040083 R050359","3003","USA","1892","Approved|Renamed","Columbite","columbite-euxenite-columbite subgroup","Originally named manganocolumbite for the Mn-dominant columbite:
Dana E S (1892) Columbite group, in The System of Mineralogy of James Dwight Dana 1837-1868, Descriptive Mineralogy 6th Edition, John Wiley & Sons (New York) 731-738

Name changed from manganocolumbite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","orthorhombic","3293","Mn^2+ Nb^5+ O","Clb-Mn"
"Combeite","Na_2_Ca_2_Si_3_O_9_","Na_4.5_Ca_3.5_Si_6_O_17.5_(OH)_0.5_","Na Ca Si O H","","","1539","Democratic Republic of the Congo","1957","Grandfathered|Approved","Lovozerite-Zirsinalite–Lovozerite","lovozerite","Sahama T G, Hytönen K (1957) Götzenite and combeite, two new silicates from the Belgian Congo, Mineralogical Magazine 31, 503-510

Chemical formula revised:
Fischer R, Tillmanns E (1981) Die Kristallstruktur von Combeit; ein Cyclosilikat mit Sechserringen, Fortschritte der Mineralogie 59, 45-46","hexagonal","238","Na Ca Si O","Cbe"
"Cookeite","LiAl_4_(Si_3_Al)O_10_(OH)_8_","(Al,Li)_3_Al_2_(Si,Al)_4_O_10_(OH)_8_","Al Li Si O H","","R061103","1545","USA","1866","Grandfathered|Approved","Chlorite, Clay","chlorite","Brush G J (1866) On cookeite, a new mineral species, The American Journal of Science and Arts 91, 246-248","monoclinic","2660","Li Al Si O H","Ckt"
"Cooperite","PtS","PtS","Pt S","","","1547","South Africa","1928","Grandfathered|Approved"," ","cooperite","Wartenweiler F (1928) Discussion on a new platinum mineral in the Rustenburg norites, Journal of the Chemical, Metallurgical, and Mining Society of South Africa 28, 281-283

Chemical formula redefined:
Bannister F A, Hey M H (1932) Determination of minerals in platinum concentrates from the Transvaal by X-ray methods, Mineralogical Magazine 23, 188-208","tetragonal","3074","Pt S","Cpe"
"Copper","Cu","Cu","Cu","","R061078 R070329","1550","unknown","0","Grandfathered|Approved","Copper","copper","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic","4000","Cu","Cu"
"Cordierite","Mg_2_Al_3_(AlSi_5_)O_18_","Mg_2_Al_4_Si_5_O_18_","Mg Al Si O","","R040081 R040082 R040084 R100141 R100150","1554","Germany ?","1813","Grandfathered|Approved","Beryl"," ","Lucas J A H (1813) XIII. Cordierite (Iolithe), in Tableau Méthodique Espèces Minérales, Seconde Partie, D'Hautel (Paris) 219-222","orthorhombic","4000","Mg Al Si O","Crd"
"Cordylite-(Ce)","(Na,Ca,[box])BaCe_2_(CO_3_)_4_(F,O)","(Na,Ca,[box])BaCe_2_(CO_3_)_4_(F,O)","Na Ca Ba Ce C O F","IMA2000-C, IMA1987 s.p.","R110181","1555","Denmark (Greenland)","1901","Approved|Renamed","Cordylite"," ","Flink G (1901) On the minerals from Narsarsuk on the Firth of Tunugdliarfik in Southern Greenland. 10. Cordylite (Barium-parisite), Meddelelser om Grønland 24, 42-49

Name changed from cordylite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","2070","Na Ca Ba Ce C O F","Cod-Ce"
"Cordylite-(La)","NaCaBa_2_La_3_Sr(CO_3_)_8_F_2_","NaCaBa_2_La_3_Sr(CO_3_)_8_F_2_","Na Ca Ba La Sr C O F","IMA2010-058","","5883","Russia","2010","Approved","Cordylite"," ","Mills S J, Kartashov P M, Kampf A R, Konev A A, Konev A A, Raudsepp M (2012) Cordylite-(La), a new mineral species in fenite from the Biraya Fe-REE deposit, Irkutsk, Russia, The Canadian Mineralogist 50, 1281-1290","hexagonal","485","Na Ca Ba La Sr C O F","Cod-La"
"Corundum","Al_2_O_3_","Al_2_O_3_","Al O","","R040096 R060020 RS899436 RS570316 RS796049 RS863332 R100131 R100142 R110096 R110097 R110098 R110099 R110110 R110111 R110116 R110117 R110119 RS812608","1562","India ?","0","Grandfathered|Approved","Corundum","hematite","Mineral name has been known since antiquity and predates any formal descriptive publication.","hexagonal","4700","Al O","Crn"
"Coyoteite","NaFe^3+^_3_S^2-^_5_·2H_2_O","NaFe_3_S_5_·2H_2_O","Na Fe S H O","IMA1978-042","R070143","1571","USA","1978","Approved"," "," ","Erd R C, Czamanske G K (1983) Orickite and coyoteite, two new sulfide minerals from Coyote Peak, Humboldt County, California, American Mineralogist 68, 245-254","triclinic","29","Na Fe^3+ S^2- H O","Coy"
"Crandallite","CaAl_3_(PO_4_)(PO_3_OH)(OH)_6_","CaAl_3_(PO_4_)(PO_3_OH)(OH)_6_","Ca Al P O H","","R060399","1572","USA","1917","Approved|Redefined","Alunite-crandallite","alunite-jarosite-plumbogummite subgroup","Loughlin G F, Schaller W T (1917) Crandallite, a new mineral, American Journal of Science 43, 69-74","hexagonal","2970","Ca Al P O H","Cdl"
"Crawfordite","Na_3_Sr(PO_4_)(CO_3_)","Na_3_Sr(PO_4_)(CO_3_)","Na Sr P O C","IMA1993-030","","1573","Russia","1993","Approved","Bradleyite","bradleyite","Khomjakov A P, Polezhaeva L I, Sokolova E V (1994) Crawfordite Na<sub>3</sub>Sr(PO<sub>4</sub>)(CO<sub>3</sub>) - a new mineral from the bradleyite family, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 123(3), 107-111","monoclinic","413.6","Na Sr P O C","Cfd"
"Crerarite","(Pt,Pb^2+^)Bi_3_(S^2-^,Se^2-^)_4-x_ (x = 0.4-0-8)","(Pt,Pb)Bi_3_(S,Se)_4-x_ (x = 0.4-0-8)","Pt Pb Bi S Se","IMA1994-003","","1577","Canada","1994","Approved","Rocksalt"," ","Cook N J, Wood S A, Gebert W, Bernhardt H J, Medenbach O (1994) Crerarite, a new Pt-Bi-Pb-S mineral from the Cu-Ni-PGE deposit at Lac Sheen, Abitibi-Témiscaminque, Québec, Canada, Neues Jahrbuch für Mineralogie, Monatshefte 1994, 567-575","cubic","1850","Pt Pb^2+ Bi S^2- Se^2-","Cea"
"Crichtonite","Sr(Mn^2+^,Y^3+^,U^6+^)Fe^2+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH)_38_","Sr(Mn,Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH)_38_","Sr Mn Y U Fe Ti Cr V O H","","R060314 R090006","1578","France","1814","Approved","Crichtonite","crichtonite","Originally called craitonite:
de Bournon J L (1814) Catalogue de la Collection Minéralogique du Comte de Bournon, The Monthly Review 73, 17-32

Name changed to crichtonite:
British Museum (1814) Seventh Room (Case 42), in Synopsis of the Contents of the British Museum, Seventh Edition, Cox and Baylis (London) 47-49","trigonal|hexagonal","1985","Sr Mn^2+ Y^3+ U^6+ Fe^2+ Ti^4+ Fe^3+ Cr^3+ V^5+ O H","Cic"
"Crowningshieldite","(Ni_0.9_Fe_0.1_)S","(Ni_0.9_Fe_0.1_)S","Ni Fe S","IMA2018-072","","6802","Lesotho","2018","Approved","Nickeline"," ","Smith E M, Nestola F, Pasqualetto L, Zorzi F, Secco L, Wang W (2021) The new mineral crowningshieldite: A high-temperature NiS polymorph found in a type IIa diamond from the Letseng mine, Lesotho. American Mineralogist 106, 301-308","hexagonal","","Ni Fe S","Csh"
"Cryolite","Na_3_AlF_6_","Na_2_NaAlF_6_","Na Al F","","R050287 R120026 R120027","1585","Denmark (Greenland)","1799","Grandfathered|Approved","Perovskite"," ","Abilgaard P C (1799) Norwegische titanerze und andre neue fossilien, Allgemeines Journal der Chemie 2, 502-502","monoclinic","2072","Na Al F","Crl"
"Cryolithionite","Na_3_Al_2_(LiF_4_)_3_","Na_3_Al_2_(LiF_4_)_3_","Na Al Li F","","R080051","1586","Denmark (Greenland)","1904","Grandfathered|Approved","Garnet"," ","Ussing N V (1904) Sur la cryolithionite, espèce minérale nouvelle, Oversigt over det Kongelige Danske Videnskabernes Selskabs Forhandlinger 1904, 2-12","cubic","1275","Na Al Li F","Cyln"
"Cryptophyllite","K_2_Ca[Si_4_O_10_]·5H_2_O","K_2_Ca[Si_4_O_10_]·5H_2_O","K Ca Si O H","IMA2008-061","","5721","Russia","2008","Approved"," "," ","Pekov I V, Zubkova N V, Filinchuk Y E, Chukanov N V, Zadov A E, Pushcharovsky D Y, Gobechia E R (2010) Shlykovite KCa[Si<sub>4</sub>O<sub>9</sub>(OH)]·3H<sub>2</sub>O and cryptophyllite K<sub>2</sub>Ca[Si<sub>4</sub>O<sub>10</sub>]·5H<sub>2</sub>O - new minerals from Khibiny alkaline massif (Kola Peninsula, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 139(1), 37-50","monoclinic","413.6","K Ca Si O H","Cp"
"Cuproiridsite","Cu^2+^Ir^3+^_2_S^2-^_4_","CuIr_2_S_4_","Cu Ir S","IMA1984-016","R070035","1598","Russia","1984","Approved","Spinel","linnaeite","Rudashevsky N S, Men'shikov Y P, Mochalov A G, Trubkin N V, Shumskaya N I, and Zhdanov V V (1985) Cuprorhodsite CuRh<sub>2</sub>S<sub>4</sub> and cuproiridsite CuIr<sub>2</sub>S<sub>4</sub> - new natural thiospinels of platinum-group elements, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(2), 187-195","cubic","780","Cu^2+ Ir^3+ S^2-","Cir"
"Cuprorhodsite","(Cu^1+^_0.5_Fe^3+^_0.5_)Rh^3+^_2_S^2-^_4_","(Cu^1+^_0.5_Fe^3+^_0.5_)Rh^3+^_2_S_4_","Cu Fe Rh S","IMA1984-017","","1600","Russia","1984","Approved","Spinel","linnaeite","Rudashevsky N S, Men'shikov Y P, Mochalov A G, Trubkin N V, Shumskaya N I, and Zhdanov V V (1985) Cuprorhodsite CuRh<sub>2</sub>S<sub>4</sub> and cuproiridsite CuIr<sub>2</sub>S<sub>4</sub> - new natural thiospinels of platinum-group elements, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(2), 187-195","cubic","780","Cu^1+ Fe^3+ Rh^3+ S^2-","Crh"
"Dalyite","K_2_Zr^4+^Si_6_O_15_","K_2_ZrSi_6_O_15_","K Zr Si O","","R070415","1620","United Kingdom","1952","Grandfathered|Approved"," "," ","Van Tassel R, Hey M H (1952) Dalyite, a new potassium zirconium silicate, from Ascension Island, Atlantic, Mineralogical Magazine 29, 850-857","triclinic","1301","K Zr^4+ Si O","Dly"
"Danalite","Be_3_Fe^2+^_4_(SiO_4_)_3_S^2-^","Be_3_Fe^2+^_4_(SiO_4_)_3_S","Be Fe Si O S","","R060057","1623","USA","1866","Grandfathered|Approved","Cancrinite-sodalite, Sodalite","cancrinite-sodalite-sodalite subgroup","Cooke J P (1866) On danalite, a new mineral species from the Granit of Rockport, Mass., The American Journal of Science and Arts 92, 73-79","cubic","1899","Be Fe^2+ Si O S^2-","Dan"
"Daqingshanite-(Ce)","Sr_3_CePO_4_(CO_3_)_3_","Sr_3_Ce(PO_4_)(CO_3_)_3_","Sr Ce P O C","IMA1981-063, IMA1987 s.p.","","1629","China","1981","Approved|Renamed"," "," ","Ren Y, Ximen L, Peng Z (1983) Daqingshanite - a new mineral recently discovered in China, Geochemistry 2, 180-184

Name changed from daqingshanite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","848","Sr Ce P O C","Daq-Ce"
"Darapiosite","KNa_2_Mn^2+^_2_(Li_2_Zn^2+^Si_12_)O_30_","KNa_2_Mn_2_(Li_2_ZnSi_12_)O_30_","K Na Mn Li Zn Si O","IMA1974-056","","1630","Tajikistan","1974","Approved","Milarite","milarite","Semenov E I, Dusmatov V D, Khomyakov A P, Voronkov A A, Kazakova M E (1975) Darapiosite, a new mineral of the milarite group, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 104(5), 583-585","hexagonal","359","K Na Mn^2+ Li Zn^2+ Si O","Dar"
"Darrellhenryite","NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O","Na(Al_2_Li)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_O","Na Al Li Si O B H","IMA2012-026","","6085","Czech Republic","2012","Approved","Tourmaline"," ","Novák M, Ertl A, Povondra P, Galiová M V, Rossman G R, Pristacz H, Prem M, Giester G, Gadas P, Škoda R (2013) Darrellhenryite, Na(LiAl_2_)Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O, a new mineral from the tourmaline supergroup. American Mineralogist 98, 1886-1892","hexagonal","383","Na Li Al B O Si H","Dhry"
"Davanite","K_2_Ti^4+^Si_6_O_15_","K_2_TiSi_6_O_15_","K Ti Si O","IMA1982-100","","1636","Russia","1982","Approved"," "," ","Lazebnik K A, Lazebnik Y D, Makhotko V J (1984) Davanite, K<sub>2</sub>TiSi<sub>6</sub>O<sub>15</sub>, a new alkali titanosilicate, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 113(1), 95-97","triclinic","144","K Ti^4+ Si O","Dvn"
"Davidite-(Ce)","Ce^3+^(Y^3+^,U^4+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH,F)_38_","Ce(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","Ce Y U Fe Ti Cr V O H F","IMA1966 s.p.","R120009","1637","Norway","1960","Approved|Renamed","Crichtonite","crichtonite","Ce-rich mineral described but not named:
Neumann H, Sverdrup T L (1960) Davidite from Tuftan, Iveland. Norsk Geologisk Tidsskrift 40, 277-288

Ce-rich mineral is named:
Levinson A A (1966) A system of nomenclature for rare-earth minerals, American Mineralogist 51, 152-158","hexagonal","1985","Ce^3+ Y^3+ U^4+ Fe^3+ Ti^4+ Cr^3+ V^5+ O H F","Dvd-Ce"
"Davidite-(La)","La^3+^(Y^3+^,U^4+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH,F)_38_","La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La Y U Fe Ti Cr V O H F","IMA1987 s.p.","R070698 R070697 R110047","1638","Australia","1906","Approved|Renamed","Crichtonite","crichtonite","Mawson D (1906) On certain new mineral species associated with carnotite in the radio-active ore body near Olary, Transactions of the Royal Society of South Australia 30, 188-193

Name changed from davidite:
Levinson A A (1966) A system of nomenclature for rare-earth minerals, American Mineralogist 51, 152-158","hexagonal|trigonal","2500","La^3+ Y^3+ U^4+ Fe^3+ Ti^4+ Cr^3+ V^5+ O H F","Dvd-La"
"Davinciite","Na_12_K_3_Ca_6_Fe^2+^_3_Zr^4+^_3_(Si_26_O_73_OH)Cl_2_","Na_12_K_3_Ca_6_Fe^2+^_3_Zr_3_(Si_26_O_73_OH)Cl_2_","Na K Ca Fe Zr Si O H Cl","IMA2011-019","","5947","Russia","2011","Approved","Eudialyte"," ","Khomyakov A P, Nechelyustov G N, Rastsvetaeva R K, Rozenberg K A (2012) Davinciite, Na<sub>12</sub>K<sub>3</sub>Ca<sub>6</sub>Fe<sup>2+</sup><sub>3</sub>Zr<sub>3</sub>(Si<sub>26</sub>O<sub>73</sub>OH)Cl<sub>2</sub>, a new K,Na-ordered mineral of the eudialyte group from the Khibiny alkaline massif, Kola Peninsula, Russia, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 141(2), 10-21","hexagonal","413.6","Na K Ca Fe^2+ Zr^4+ Si O H Cl","Dvc"
"Delhayelite","K_7_Na_3_Ca_5_Al_2_Si_14_O_38_F_4_Cl_2_","K_7_Na_3_Ca_5_Al_2_Si_14_O_38_F_4_Cl_2_","K Na Ca Al Si O F Cl","","R060816 R070096","1647","Democratic Republic of the Congo","1959","Approved","Rhodesite"," ","Sahama T G, Hytönen K (1959) Delhayelite, a new silicate from the Belgian Congo, Mineralogical Magazine 32, 6-9

Chemical formula revised:
Dorfman M D, Belova E N, Neronova N N (1961) Delhayelite from the Khibiny, Trudy Mineralogicheskogo Muzeya Akademiya Nauk SSSR 12, 191-195

Chemical formula revised again:
Cannillo E, Rossi G, Ungaretti L (1970) The crystal structure of delhayelite, Rendiconti della Società Italiana di Mineralogia e Petrologia 26, 63-75","orthorhombic","413.6","K Na Ca Al Si O F Cl","Dhy"
"Delindeite","Ba_2_Ti^4+^_2_(Na_2_[box])Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_O_2_","Ba_2_Ti_2_(Na_2_[box])Ti(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_O_2_","Ba Ti Na Si O H","IMA1987-004","","1649","USA","1987","Approved|Redefined","Seidozerite-Lamprophyllite","bafertisite","Appleman D E, Evans H T, Nord G L, Dwornik E J, Milton C (1987) Delindeite and lourenswalsite, two new titanosilicates from the Magnet Cove region, Arkansas, Mineralogical Magazine 51, 417-425

Chemical formula redefined:
Sokolova E, Cámara F (2007) From structure topology to chemical composition. II. Titanium silicates: revision of the crystal structure and chemical formula of delindeite, The Canadian Mineralogist 45, 1247-1261","monoclinic","413.6","Ba Ti^4+ Na Si O H","Dde"
"Deloneite","(Na_0.5_REE_0.25_Ca_0.25_)(Ca_0.75_REE_0.25_)Sr_1.5_(CaNa_0.25_REE_0.25_)(PO_4_)_3_F_0.5_(OH)_0.5_","(Na_0.5_REE_0.25_Ca_0.25_)(Ca_0.75_REE_0.25_)Sr_1.5_(CaNa_0.25_REE_0.25_)(PO_4_)_3_F_0.5_(OH)_0.5_","Na REE Ca Sr P O F H","IMA1995-036","","1651","Russia","1995","Approved|Redefined","Apatite","apatite","Khomyakov A P, Lisitsin D V, Kulikova I M, Rastsvetaeva R K (1996) Deloneite-(Ce) NaCa<sub>2</sub>SrCe(PO<sub>4</sub>)<sub>3</sub>F – a new mineral with a belovite-like structure, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 125(5), 83-94

Name changed from deloneite-(Ce) to deloneite and its ideal chemical formula changed:
Pasero M, Kampf A R, Ferraris C, Pekov I V, Rakovan J R, White T J (2010) Nomenclature of the apatite supergroup minerals, European Journal of Mineralogy 22, 163-179","hexagonal","413.6","Na REE Ca Sr P O F H","Dln"
"Denisovite","KCa_2_Si_3_O_8_F","KCa_2_Si_3_O_8_F","K Ca Si O F","IMA1982-031","R120067","1655","Russia","1982","Approved"," "," ","Men´shikov Y P (1984) Denisovite Ca<sub>4</sub>(K<sub>1.4</sub>Na<sub>0.6</sub>)<sub>2</sub>Si<sub>6</sub>O<sub>16</sub>(F,OH)<sub>2</sub> -  a new mineral from the Khibina massif, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 113(6), 718-723","monoclinic","413.6","K Ca Si O F","Dnv"
"Depmeierite","Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)","Na_8_[Al_6_Si_6_O_24_](PO_4_,CO_3_)_1-x_·3H_2_O (x< 0.5)","Na Al Si O P C H","IMA2009-075","","5805","Russia","2009","Approved","Cancrinite"," ","Pekov I V, Olysych L V, Chukanov N V, Van K V, Pushcharovsky D Y (2010) Depmeierite Na<sub>8</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](PO<sub>4</sub>,CO<sub>3</sub>)<sub>1-x</sub>·3H<sub>2</sub>O (x<0.5) - a new cancrinite group mineral from the Lovozero alkaline massif (Kola Peninsula, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 139(4), 63-74","hexagonal","370","Na Al Si O P C H","Dep"
"Diamond","C","C","C","","R050204 R050205 R050206 R050207 RS809893 R150105 R150106 R150108 R150107 R150086 R150087 R150088 R150089","1668","unknown","0","Grandfathered|Approved","Diamond"," ","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic|orthorhombic","4700","C","Dia"
